fecha,positividad_sintomatico,positividad_asintomatico,codigo_provincia,provincia
2020-01-05,1.0,0.012658227848101266,151,Arica
2020-03-17,0.0,,151,Arica
2020-03-22,0.0,,151,Arica
2020-03-25,0.0,,151,Arica
2020-03-26,0.0,,151,Arica
2020-03-28,0.0,,151,Arica
2020-03-30,0.0,,151,Arica
2020-03-31,0.16666666666666666,,151,Arica
2020-04-01,0.043478260869565216,0.0,151,Arica
2020-04-03,0.03935185185185185,0.1724137931034483,151,Arica
2020-04-04,0.04184100418410042,0.125,151,Arica
2020-04-05,0.05944055944055944,0.09836065573770492,151,Arica
2020-04-06,0.0842433697347894,0.10810810810810811,151,Arica
2020-04-07,0.09322033898305085,0.07741935483870968,151,Arica
2020-04-08,0.11075949367088607,0.07103825136612021,151,Arica
2020-04-09,0.136986301369863,0.053497942386831275,151,Arica
2020-04-11,0.28716216216216217,0.03488372093023256,151,Arica
2020-04-13,0.36312849162011174,0.010169491525423728,151,Arica
2020-04-14,0.4732142857142857,0.01195219123505976,151,Arica
2020-04-15,0.3291139240506329,0.00847457627118644,151,Arica
2020-04-16,0.23880597014925373,0.01020408163265306,151,Arica
2020-04-17,0.19696969696969696,0.009933774834437087,151,Arica
2020-04-18,0.18565400843881857,0.007575757575757576,151,Arica
2020-04-19,0.19133574007220217,0.007407407407407408,151,Arica
2020-04-20,0.15073529411764705,0.0058823529411764705,151,Arica
2020-04-21,0.15178571428571427,0.00975609756097561,151,Arica
2020-04-22,0.1124546553808948,0.03076923076923077,151,Arica
2020-04-23,0.13385826771653545,0.04081632653061224,151,Arica
2020-04-24,0.13439635535307518,0.03409090909090909,151,Arica
2020-04-25,0.12546125461254612,0.03680981595092025,151,Arica
2020-04-26,0.11953727506426735,0.03680981595092025,151,Arica
2020-04-27,0.125,0.03870967741935484,151,Arica
2020-04-28,0.11666666666666667,0.03816793893129771,151,Arica
2020-04-29,0.1762295081967213,0.023529411764705882,151,Arica
2020-04-30,0.149812734082397,0.022988505747126436,151,Arica
2020-05-01,0.11888111888111888,0.03076923076923077,151,Arica
2020-05-02,0.109717868338558,0.02564102564102564,151,Arica
2020-05-03,0.09523809523809523,0.03333333333333333,151,Arica
2020-05-05,0.09696969696969697,0.0379746835443038,151,Arica
2020-05-06,0.09567901234567901,0.05063291139240506,151,Arica
2020-05-07,0.03513513513513514,0.02564102564102564,151,Arica
2020-05-08,0.06613756613756613,0.04,151,Arica
2020-05-09,0.07692307692307693,0.04040404040404041,151,Arica
2020-05-10,0.08648648648648649,0.028037383177570093,151,Arica
2020-05-11,0.07547169811320754,0.022388059701492536,151,Arica
2020-05-12,0.07515657620041753,0.023668639053254437,151,Arica
2020-05-13,0.06653620352250489,0.015789473684210527,151,Arica
2020-05-14,0.0744920993227991,0.014018691588785047,151,Arica
2020-05-15,0.0665083135391924,0.013392857142857142,151,Arica
2020-05-16,0.08733624454148471,0.020242914979757085,151,Arica
2020-05-17,0.102880658436214,0.024691358024691357,151,Arica
2020-05-18,0.12524850894632206,0.03375527426160337,151,Arica
2020-05-19,0.12845849802371542,0.04291845493562232,151,Arica
2020-05-20,0.14933837429111532,0.05905511811023622,151,Arica
2020-05-21,0.1606837606837607,0.07755102040816327,151,Arica
2020-05-22,0.16366612111292964,0.0967741935483871,151,Arica
2020-05-23,0.14285714285714285,0.08597285067873303,151,Arica
2020-05-24,0.1443001443001443,0.08225108225108226,151,Arica
2020-05-25,0.15294117647058825,0.08296943231441048,151,Arica
2020-05-26,0.1581769436997319,0.08264462809917356,151,Arica
2020-05-27,0.16,0.08465608465608465,151,Arica
2020-05-28,0.16110019646365423,0.08588957055214724,151,Arica
2020-05-29,0.17448405253283303,0.10714285714285714,151,Arica
2020-05-30,0.20496894409937888,0.11052631578947368,151,Arica
2020-05-31,0.21797752808988763,0.10695187165775401,151,Arica
2020-06-01,0.20933521923620935,0.08896797153024912,151,Arica
2020-06-02,0.23564064801178203,0.09688581314878893,151,Arica
2020-06-03,0.23130841121495327,0.08288770053475936,151,Arica
2020-06-04,0.21940393151553583,0.06491499227202473,151,Arica
2020-06-05,0.21290711700844392,0.05279034690799397,151,Arica
2020-06-06,0.20719674985490424,0.0593607305936073,151,Arica
2020-06-07,0.2047071702244116,0.061313868613138686,151,Arica
2020-06-08,0.2053401144310235,0.0587248322147651,151,Arica
2020-06-09,0.1953405017921147,0.04878048780487805,151,Arica
2020-06-10,0.20098039215686275,0.059964726631393295,151,Arica
2020-06-11,0.2055185537583254,0.09850746268656717,151,Arica
2020-06-12,0.22402287893231648,0.09941520467836257,151,Arica
2020-06-13,0.22181484876260313,0.07977207977207977,151,Arica
2020-06-14,0.2057460611677479,0.07780979827089338,151,Arica
2020-06-15,0.22036874451273047,0.09444444444444444,151,Arica
2020-06-16,0.2288801571709234,0.10903426791277258,151,Arica
2020-06-17,0.22302158273381295,0.0872093023255814,151,Arica
2020-06-18,0.2185251798561151,0.05555555555555555,151,Arica
2020-06-19,0.21739130434782608,0.06060606060606061,151,Arica
2020-06-20,0.24639076034648702,0.07507507507507508,151,Arica
2020-06-21,0.2722567287784679,0.08223684210526316,151,Arica
2020-06-22,0.2591792656587473,0.0764525993883792,151,Arica
2020-06-23,0.253227408142999,0.08823529411764706,151,Arica
2020-06-24,0.2578890097932535,0.09872611464968153,151,Arica
2020-06-25,0.28450106157112526,0.1054421768707483,151,Arica
2020-06-26,0.2754555198285102,0.13167259786476868,151,Arica
2020-06-27,0.26167209554831705,0.13541666666666666,151,Arica
2020-06-28,0.2644444444444444,0.14012738853503184,151,Arica
2020-06-29,0.28950159066808057,0.14429530201342283,151,Arica
2020-06-30,0.32737430167597764,0.13194444444444445,151,Arica
2020-07-01,0.33737596471885334,0.1360759493670886,151,Arica
2020-07-02,0.32096069868995636,0.1388888888888889,151,Arica
2020-07-03,0.3264887063655031,0.11936339522546419,151,Arica
2020-07-04,0.34036433365292423,0.1514360313315927,151,Arica
2020-07-05,0.3364398881640261,0.14745308310991956,151,Arica
2020-07-06,0.3290793072014585,0.14484679665738162,151,Arica
2020-07-07,0.3251689189189189,0.15675675675675677,151,Arica
2020-07-08,0.32450896669513235,0.15254237288135594,151,Arica
2020-07-09,0.31766612641815234,0.16138328530259366,151,Arica
2020-07-10,0.32636655948553056,0.14814814814814814,151,Arica
2020-07-11,0.3370340999206979,0.11139896373056994,151,Arica
2020-07-12,0.36061776061776063,0.12307692307692308,151,Arica
2020-07-13,0.37305699481865284,0.11893203883495146,151,Arica
2020-07-14,0.39107806691449815,0.10817307692307693,151,Arica
2020-07-15,0.4060308555399719,0.10344827586206896,151,Arica
2020-07-16,0.4166666666666667,0.1,151,Arica
2020-07-17,0.4209726443768997,0.116991643454039,151,Arica
2020-07-18,0.42260619150467965,0.10845986984815618,151,Arica
2020-07-19,0.4168975069252078,0.08850931677018634,151,Arica
2020-07-20,0.4074344023323615,0.093841642228739,151,Arica
2020-07-21,0.40384615384615385,0.10759493670886076,151,Arica
2020-07-22,0.4027027027027027,0.11402508551881414,151,Arica
2020-07-23,0.4026058631921824,0.11534025374855825,151,Arica
2020-07-24,0.41701870850935424,0.13160854893138357,151,Arica
2020-07-25,0.40876389797253104,0.15949367088607594,151,Arica
2020-07-26,0.4098565190268247,0.1685878962536023,151,Arica
2020-07-27,0.3945538818076477,0.18705035971223022,151,Arica
2020-07-28,0.3816172193135544,0.20330578512396694,151,Arica
2020-07-29,0.36698911729141476,0.19262981574539365,151,Arica
2020-07-30,0.3735239279055314,0.19423368740515934,151,Arica
2020-07-31,0.34548825710754016,0.153954802259887,151,Arica
2020-08-01,0.33556231003039516,0.09199632014719411,151,Arica
2020-08-02,0.3213828425096031,0.09302325581395349,151,Arica
2020-08-03,0.32697547683923706,0.06736526946107785,151,Arica
2020-08-04,0.33081155433287485,0.051940298507462686,151,Arica
2020-08-05,0.3354931605471562,0.04734350341925302,151,Arica
2020-08-06,0.3283018867924528,0.03966402239850677,151,Arica
2020-08-07,0.34053275737940963,0.04364406779661017,151,Arica
2020-08-08,0.35264663805436336,0.04332552693208431,151,Arica
2020-08-09,0.3564356435643564,0.03938584779706275,151,Arica
2020-08-10,0.3633355393778954,0.04261264407963675,151,Arica
2020-08-11,0.3490566037735849,0.041337167505391806,151,Arica
2020-08-12,0.3425196850393701,0.04562314540059347,151,Arica
2020-08-13,0.3377693282636248,0.04642097802976612,151,Arica
2020-08-14,0.33514246947082765,0.04534005037783375,151,Arica
2020-08-15,0.32822299651567943,0.04933726067746686,151,Arica
2020-08-16,0.3229859571322986,0.051482701812191105,151,Arica
2020-08-17,0.3082077051926298,0.0500848896434635,151,Arica
2020-08-18,0.3029801324503311,0.051879084967320264,151,Arica
2020-08-19,0.2955499580184719,0.05359937402190924,151,Arica
2020-08-20,0.29457364341085274,0.05714285714285714,151,Arica
2020-08-21,0.28544776119402987,0.05045871559633028,151,Arica
2020-08-22,0.2921146953405018,0.04823672476692339,151,Arica
2020-08-23,0.2820976491862568,0.04573170731707317,151,Arica
2020-08-24,0.28420123565754635,0.04559386973180077,151,Arica
2020-08-25,0.2834274952919021,0.047039740470397405,151,Arica
2020-08-26,0.28130841121495326,0.03942505133470226,151,Arica
2020-08-27,0.2746478873239437,0.038328861632809505,151,Arica
2020-08-28,0.27672327672327673,0.04587900933820544,151,Arica
2020-08-29,0.2702991452991453,0.046193643754619367,151,Arica
2020-08-30,0.273015873015873,0.046761343955663316,151,Arica
2020-08-31,0.25792349726775954,0.04656778199379096,151,Arica
2020-09-01,0.271259418729817,0.045292785506308636,151,Arica
2020-09-02,0.28588957055214725,0.046918123275068994,151,Arica
2020-09-03,0.28606060606060607,0.045510835913312696,151,Arica
2020-09-04,0.2835633626097867,0.04381892048752176,151,Arica
2020-09-05,0.2728380024360536,0.04112308564946115,151,Arica
2020-09-06,0.2529411764705882,0.04208955223880597,151,Arica
2020-09-07,0.2683513838748496,0.03886438809261301,151,Arica
2020-09-08,0.25757575757575757,0.03730921424533635,151,Arica
2020-09-09,0.23042998897464168,0.03379152348224513,151,Arica
2020-09-10,0.22657952069716775,0.029545454545454545,151,Arica
2020-09-11,0.22679324894514769,0.027082119976703553,151,Arica
2020-09-12,0.23444444444444446,0.02661714639430517,151,Arica
2020-09-13,0.2494279176201373,0.026875,151,Arica
