"fecha";"region";"servicio.salud";"r.estimado";"r.liminf";"r.lisup"
"2020-05-08";9;91011;1.2749070877067;0.885528175272635;1.66428600014076
"2020-05-09";9;91011;1.27547634854232;0.89185171780449;1.65910097928016
"2020-05-10";9;91011;1.23294334479954;0.876225237668001;1.58966145193109
"2020-05-11";9;91011;1.21040353453068;0.866063452832246;1.55474361622911
"2020-05-12";9;91011;1.20264447865206;0.87189377831054;1.53339517899357
"2020-05-13";9;91011;1.17752703990274;0.855611670028125;1.49944240977736
"2020-05-14";9;91011;1.16618043752358;0.847909490636271;1.48445138441089
"2020-05-15";9;91011;1.15232691535507;0.846134827993583;1.45851900271656
"2020-05-16";9;91011;1.17126988148019;0.865960216372384;1.47657954658801
"2020-05-17";9;91011;1.208282287463;0.89955265878828;1.51701191613773
"2020-05-18";9;91011;1.23767408481073;0.916298687894411;1.55904948172704
"2020-05-19";9;91011;1.25365525588999;0.937094843838936;1.57021566794104
"2020-05-20";9;91011;1.29927956956099;0.975819430642671;1.6227397084793
"2020-05-21";9;91011;1.30512412661222;0.980667689003716;1.62958056422072
"2020-05-22";9;91011;1.30220334396613;0.98902716892957;1.61537951900268
"2020-05-23";9;91011;1.30703776933258;1.00105147376183;1.61302406490333
"2020-05-24";9;91011;1.24403547865674;0.962929936309905;1.52514102100357
"2020-05-25";9;91011;1.19921202773598;0.944707125306632;1.45371693016533
"2020-05-26";9;91011;1.22296652435817;0.96848683106191;1.47744621765443
"2020-05-27";9;91011;1.19973592463182;0.943207853850687;1.45626399541296
"2020-05-28";9;91011;1.16275605839403;0.911674412698678;1.41383770408939
"2020-05-29";9;91011;1.12272776121468;0.879466924567693;1.36598859786166
"2020-05-30";9;91011;1.0751051526193;0.844450796132052;1.30575950910655
"2020-05-31";9;91011;1.05291576998613;0.845367354662793;1.26046418530947
"2020-06-01";9;91011;1.05515863610611;0.847230962618154;1.26308630959408
"2020-06-02";9;91011;0.992184601717234;0.785371639477858;1.19899756395661
"2020-06-03";9;91011;0.950864989853102;0.74740995827535;1.15432002143085
"2020-06-04";9;91011;0.926689723745016;0.730599160647224;1.12278028684281
"2020-06-05";9;91011;0.925530264984043;0.729196773583;1.12186375638509
"2020-06-06";9;91011;0.910599758204948;0.714430196076572;1.10676932033332
"2020-06-07";9;91011;0.913980213493194;0.723163104517441;1.10479732246895
