"fecha";"r.estimado";"r.liminf";"r.lisup"
"2020-10-24";0.951095125545023;0.91683938824956;0.985350862840487
"2020-10-25";0.955318198205685;0.921069326338394;0.989567070072975
"2020-10-26";0.95298009128988;0.917581681054113;0.988378501525647
"2020-10-27";0.964913069053778;0.928351329813985;1.00147480829357
"2020-10-28";0.984169117215143;0.948969038369517;1.01936919606077
"2020-10-29";0.984375569410478;0.951494504525339;1.01725663429562
"2020-10-30";0.985221697186043;0.954111598675126;1.01633179569696
"2020-10-31";0.983552321374055;0.953016762068276;1.01408788067983
"2020-11-01";0.992356117092037;0.962869860538344;1.02184237364573
"2020-11-02";1.00722854520452;0.976188835004273;1.03826825540477
"2020-11-03";0.999092064546034;0.968866082425923;1.02931804666614
"2020-11-04";0.985127251384767;0.953558466942047;1.01669603582749
"2020-11-05";0.996165782257461;0.964980742057056;1.02735082245787
"2020-11-06";1.00076130244204;0.968871966107112;1.03265063877697
"2020-11-07";1.00912680788507;0.978560855681109;1.03969276008904
"2020-11-08";1.00471765925025;0.975378846130561;1.03405647236994
"2020-11-09";0.996512139774985;0.965601048876005;1.02742323067396
"2020-11-10";1.00536227233353;0.97382908783965;1.03689545682741
"2020-11-11";1.00946834035141;0.977352214367844;1.04158446633497
"2020-11-12";1.00348662745336;0.972950278470127;1.0340229764366
"2020-11-13";0.999215522594803;0.967672239195978;1.03075880599363
"2020-11-14";0.996261590650669;0.966159123413043;1.0263640578883
"2020-11-15";0.993345840809408;0.963999119767428;1.02269256185139
"2020-11-16";0.986760208695137;0.955795414198009;1.01772500319226
"2020-11-17";0.976000515161253;0.944221120722703;1.0077799095998
"2020-11-18";0.979222529213281;0.946423210377835;1.01202184804873
"2020-11-19";0.995732462800511;0.963233874051963;1.02823105154906
"2020-11-20";1.01060757123215;0.978578974727289;1.04263616773701
"2020-11-21";1.0071675228255;0.977125748965714;1.03720929668529
"2020-11-22";1.00836524483242;0.979240145109143;1.0374903445557
"2020-11-23";1.02099346433048;0.989521197300511;1.05246573136044
"2020-11-24";1.02791594791889;0.995464838575215;1.06036705726257
"2020-11-25";1.02615736804878;0.993663082806145;1.05865165329142
"2020-11-26";1.02140686325512;0.988961136477905;1.05385259003233
"2020-11-27";1.0123625906556;0.98073496994255;1.04399021136864
"2020-11-28";1.01356831992048;0.982434768771778;1.04470187106918
"2020-11-29";1.00946510855343;0.978853316366623;1.04007690074024
"2020-11-30";1.01208190895092;0.980542193040031;1.04362162486181
"2020-12-01";1.03444341143691;1.00097356590309;1.06791325697073
"2020-12-02";1.05668684554729;1.02213841848999;1.0912352726046
"2020-12-03";1.07153429462644;1.03344885193138;1.1096197373215
"2020-12-04";1.08174522487395;1.0393952485996;1.12409520114831
"2020-12-05";1.0886299779102;1.04246921916916;1.13479073665125
"2020-12-06";1.08729291027833;1.03882355351106;1.1357622670456
"2020-12-07";1.09644741048111;1.04649084782189;1.14640397314032
"2020-12-08";1.06288974628422;1.01236625266694;1.11341323990149
"2020-12-09";1.07010495003279;1.02590065943281;1.11430924063277
"2020-12-10";1.07422568485182;1.03118811334098;1.11726325636267
