"fecha";"region";"media.estimado";"media.linf";"media.lsup"
2020-03-08;10;16.6488059401359;14.8830805434406;18.4163149882252
2020-03-15;10;16.6488059401359;14.8830805434406;18.4163149882252
2020-03-22;10;18.7380816324452;16.9207284285076;20.4913872065112
2020-03-29;10;23.0473058368634;21.6100779346706;24.3932226173449
2020-04-05;10;20.8214651393551;19.2984205372767;22.2343039272653
2020-04-12;10;16.0983038439417;14.3550867105525;17.8007678225968
2020-04-19;10;13.6132018077112;11.8404209191327;15.4376308907931
2020-04-26;10;11.364417246475;9.56335387233703;13.3658877628155
2020-05-03;10;10.5591178350054;8.75951857005439;12.5424049496864
2020-05-10;10;9.1609499562906;7.41793730627875;11.0718721155053
2020-05-17;10;8.06924780784207;6.72069644617965;9.59841673726453
2020-05-24;10;7.38890060547384;6.28889033698389;8.63573208297325
2020-05-31;10;7.59156823845855;6.53413740746838;8.79822896804034
2020-06-07;10;7.39830674364792;6.3539025116377;8.56594766260898
2020-06-14;10;7.35528715138457;6.3656736577154;8.46360564113611
2020-06-21;10;6.16236611961528;5.41565226300684;7.01231573323277
2020-06-28;10;6.43847644692072;5.73966372423099;7.23440294170042
2020-07-05;10;5.30091224667253;4.81863947341778;5.84658376297266
2020-07-12;10;5.49973584125187;5.05113721460496;6.00287567520119
2020-07-19;10;5.48640219705131;5.07187954769994;5.95038692118981
2020-07-26;10;4.79455395595445;3.95874546950674;6.65764969386811
2020-08-02;10;7.33127836549927;5.20590431976903;10.4516296903857
2020-08-09;10;4.32575543841568;3.36199362873065;9.7224003004221
2020-08-16;10;5.67550074097201;2.71072420244489;10.939635834196
2020-03-08;11;14.8000162446679;13.0429674901991;16.5601162808998
2020-03-15;11;14.8000162446679;13.0429674901991;16.5601162808998
2020-03-22;11;15.0051261977584;12.1228527861294;17.9274525427024
2020-03-29;11;14.9654973752925;12.0952867539055;17.8780798620142
2020-04-05;11;15.1132700916973;12.2233354707781;18.0274211345238
2020-04-12;11;15.0120948773934;12.0851511641435;17.8995935407323
2020-04-19;11;15.0079074497339;12.1274993399838;17.9208559964927
2020-04-26;11;14.9378858334158;12.019880942036;17.8572411317306
2020-05-03;11;14.979525971673;12.0859513989144;17.9088135761851
2020-05-10;11;14.4595650840735;11.5322094501455;17.3855307105594
2020-05-17;11;14.7843276908436;11.8483802950776;17.736480338083
2020-05-24;11;13.9135488891112;11.2548775377805;16.6508638331155
2020-05-31;11;13.4544507826727;10.7466120844268;16.2996676776805
2020-06-07;11;13.6233656512359;10.8252422775659;16.5301247608823
