"fecha";"region";"provincia";"r.estimado";"r.liminf";"r.lisup"
"2020-05-18";5;58;1.11666255300525;0.853039853254823;1.38028525275569
"2020-05-19";5;58;1.075943587634;0.811898532340548;1.33998864292746
"2020-05-20";5;58;1.08341918943995;0.826129528149421;1.34070885073048
"2020-05-21";5;58;1.08080314988996;0.82946821697122;1.3321380828087
"2020-05-22";5;58;1.10724265137781;0.863030578797315;1.35145472395831
"2020-05-23";5;58;1.1304114533463;0.886145634259027;1.37467727243358
"2020-05-24";5;58;1.14652790961852;0.898885612521208;1.39417020671583
"2020-05-25";5;58;1.17760002464179;0.918968298996912;1.43623175028667
"2020-05-26";5;58;1.2040799456275;0.948208371099603;1.4599515201554
"2020-05-27";5;58;1.19313117136382;0.935371986084171;1.45089035664348
"2020-05-28";5;58;1.18704461655134;0.93750618931739;1.43658304378529
"2020-05-29";5;58;1.15729137018315;0.919004140575138;1.39557859979117
"2020-05-30";5;58;1.14847809155462;0.917670849989882;1.37928533311936
"2020-05-31";5;58;1.15002418236767;0.925921716388062;1.37412664834728
"2020-06-01";5;58;1.15999428424093;0.928970102439016;1.39101846604285
"2020-06-02";5;58;1.14498105121578;0.92928044456983;1.36068165786173
"2020-06-03";5;58;1.12802041621228;0.920839900390196;1.33520093203437
"2020-06-04";5;58;1.1207027414867;0.911750991995143;1.32965449097827
"2020-06-05";5;58;1.11884079722378;0.919301277973858;1.3183803164737
"2020-06-06";5;58;1.10423581925121;0.902733230844488;1.30573840765792
"2020-06-07";5;58;1.07396726138107;0.878737535509698;1.26919698725245
"2020-06-08";5;58;1.04010300987696;0.849867033950716;1.23033898580321
"2020-06-09";5;58;1.00051612161583;0.815493208719349;1.1855390345123
"2020-06-10";5;58;0.994128072260616;0.809166770099817;1.17908937442141
"2020-06-11";5;58;0.990698297791692;0.809340118005489;1.1720564775779
"2020-06-12";5;58;1.0150211231154;0.826864724444623;1.20317752178617
"2020-06-13";5;58;1.04669755551166;0.857898153851493;1.23549695717183
"2020-06-14";5;58;1.06248199298062;0.871345693685992;1.25361829227525
"2020-06-15";5;58;1.12196200207259;0.924336298694095;1.31958770545108
"2020-06-16";5;58;1.17052594382256;0.966293359164618;1.3747585284805
"2020-06-17";5;58;1.18053132184642;0.969407657949145;1.39165498574369
"2020-06-18";5;58;1.17771246511868;0.970317788373589;1.38510714186378
"2020-06-19";5;58;1.17814131624987;0.975186773218056;1.38109585928169
"2020-06-20";5;58;1.14874382200939;0.955738318266872;1.3417493257519
"2020-06-21";5;58;1.11261731163725;0.925439323677223;1.29979529959728
"2020-06-22";5;58;1.05303545935055;0.87786127457747;1.22820964412362
"2020-06-23";5;58;1.00923801785502;0.844093296571616;1.17438273913841
"2020-06-24";5;58;0.982455570677862;0.8226770905892;1.14223405076652
"2020-06-25";5;58;0.961385445608777;0.801200332669283;1.12157055854827
"2020-06-26";5;58;0.913153906200188;0.756922941517837;1.06938487088254
